# checkSRC_URI result
# root : /data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/
# date : 2026-05-22 11:10:31
# STATUS	FILE	URI
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/dynamic-layers/openembedded-layer/recipes-devtools/bcc/bcc_0.13.0.bb	file://0001-tools-opensnoop-snoop-do_sys_openat2-for-kernel-v5.6.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/dynamic-layers/openembedded-layer/recipes-devtools/bpftrace/bpftrace_0.9.4.bb	git://github.com/iovisor/bpftrace
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/recipes-core/busybox/busybox_1.31.%.bbappend	file://0001-Turn-ptr_to_globals-and-bb_errno-to-be-non-const.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/recipes-devtools/gdb/gdb_%.bbappend	file://0001-gdb-Link-with-latomic-for-riscv-clang-alone.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/recipes-multimedia/ffmpeg/ffmpeg_%.bbappend	file://clang_mips64.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-clang/recipes-multimedia/gstreamer/gstreamer1.0-libav_%.bbappend	file://0001-Disable-fpu-using-code-when-using-clang-mips64-combo.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-core/readline/readline_5.2.bb	file://config-dirent-symbols.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/bison/bison_2.3.bb	file://bison-2.3_m4.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://0001-Include-fcntl.h-for-getting-loff_t-definition.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://alignment_hack.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://dosfstools-msdos_fs-types.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://fix_populated_dosfs_creation.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://fixing-out-of-bound-writes.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://include-linux-types.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://mkdosfs-bootcode.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://mkdosfs-dir.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://msdos_fat12_undefined.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/dosfstools/dosfstools_2.11.bb	file://nofat32_autoselect.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/elfutils/elfutils_0.148.bb	file://Fix_elf_cvt_gunhash.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/elfutils/elfutils_0.148.bb	file://dso-link-change.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/mtools/mtools_3.9.9.bb	file://0001-Continue-even-if-fs-size-is-not-divisible-by-sectors.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/mtools/mtools_3.9.9.bb	file://fix-broken-lz.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/mtools/mtools_3.9.9.bb	file://mtools-makeinfo.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/mtools/mtools_3.9.9.bb	file://mtools.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/mtools/mtools_3.9.9.bb	file://no-x11.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/patch/patch_2.5.9.bb	file://0001-Make-it-build-with-compile-time-hardening-enabled.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/patch/patch_2.5.9.bb	file://debian.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/patch/patch_2.5.9.bb	file://global-reject-file.diff
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/patch/patch_2.5.9.bb	file://install.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-devtools/patch/patch_2.5.9.bb	file://unified-reject-files.diff
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/bc/bc_1.06.bb	file://fix-segment-fault.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/mc/mc_4.7.5.2.bb	file://0001-Fix-builds-wit-the-gettext-0.20.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/mc/mc_4.7.5.2.bb	file://0001-disable-Ctrl-g-key-and-Ctrl-key.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/mc/mc_4.7.5.2.bb	file://mc-CTRL.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/msmtp/msmtp_1.4.12.bb	file://msmtp-fixup-api-and-compiler-warning.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/msmtp/msmtp_1.4.12.bb	file://msmtp-replace-deprecated-function.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-extended/tar/tar_1.17.bb	file://0001-lib-argp-parse.c-Fix-compiler-error.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-sato/rxvt-unicode/rxvt-unicode_9.20.bb	file://0001-libptytty-Correct-a-typo-to-make-it-build-with-C-11.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/gnutls/gnutls_3.3.30.bb	file://configure.ac-fix-sed-command.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/gnutls/gnutls_3.3.30.bb	file://use-pkg-config-to-locate-zlib.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/nettle/nettle.inc	file://Add-target-to-only-build-tests-not-run-them.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/nettle/nettle.inc	file://run-ptest
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/shared-mime-info/shared-mime-info_1.10.bb	file://install-data-hook.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-gplv2/recipes-support/shared-mime-info/shared-mime-info_1.10.bb	file://parallelmake.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/logfsprogs/logfsprogs_git.bb	file://0001-Add-LDFLAGS-to-linker-cmdline.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/logfsprogs/logfsprogs_git.bb	file://0001-btree-Avoid-conflicts-with-libc-namespace-about-setk.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/logfsprogs/logfsprogs_git.bb	file://0001-include-sys-sysmacros.h-for-major-minor-definition.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/logfsprogs/logfsprogs_git.bb	git://github.com/prasad-joshi/logfsprogs.git
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/ntfs-3g-ntfsprogs/ntfs-3g-ntfsprogs_2017.3.23.bb	file://0001-libntfs-3g-Makefile.am-fix-install-failed-while-host.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/owfs/owfs_3.2p3.bb	file://0001-Add-build-rule-for-README.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/owfs/owfs_3.2p3.bb	file://owhttpd
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/owfs/owfs_3.2p3.bb	file://owserver
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/owfs/owfs_3.2p3.bb	git://github.com/owfs/owfs
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/simple-mtpfs/simple-mtpfs_git.bb	git://github.com/phatina/simple-mtpfs.git;protocol=https;branch=master
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/smbnetfs/smbnetfs_git.bb	file://Using-PKG_CHECK_MODULES-to-found-headers-and-libraries.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/smbnetfs/smbnetfs_git.bb	file://configure.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/smbnetfs/smbnetfs_git.bb	git://smbnetfs.git.sourceforge.net/gitroot/smbnetfs/smbnetfs;branch=master
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/sshfs-fuse/sshfs-fuse_3.7.0.bb	git://github.com/libfuse/sshfs
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/unionfs-fuse/unionfs-fuse_2.1.bb	file://0001-support-cross-compiling.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/yaffs2/yaffs2-utils_git.bb	file://0001-define-loff_t-if-not-already-defined.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-filesystems/yaffs2/yaffs2-utils_git.bb	file://makefile-add-ldflags.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-support/fuse/fuse_2.9.9.bb	file://0001-fuse-fix-the-return-value-of-help-option.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-support/fuse/fuse_2.9.9.bb	file://aarch64.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-support/fuse/fuse_2.9.9.bb	file://fuse.conf
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-support/fuse/fuse_2.9.9.bb	file://gold-unversioned-symbol.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/aufs-util/aufs-util_git.bb	file://aufs-util-add-tool-concept-to-Makefile-for-cross-com.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/aufs-util/aufs-util_git.bb	file://aufs-util-don-t-strip-executables.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/aufs-util/aufs-util_git.bb	git://git.code.sf.net/p/aufs/aufs-util;protocol=git;branch=aufs4.9
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/aufs-util/aufs-util_git.bb	https://raw.githubusercontent.com/sfjro/aufs4-linux/aufs4.9/include/uapi/linux/aufs_type.h;name=aufs_type
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/f2fs-tools/f2fs-tools_1.13.0.bb	file://0001-f2fs-tools-Use-srcdir-prefix-to-denote-include-path.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/f2fs-tools/f2fs-tools_1.13.0.bb	git://git.kernel.org/pub/scm/linux/kernel/git/jaegeuk/f2fs-tools.git
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/fatcat/fatcat_1.1.0.bb	file://0001-Use-unistd.h-not-argp.h-for-all-POSIX-systems.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/fatcat/fatcat_1.1.0.bb	git://github.com/Gregwar/fatcat.git
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/udevil/udevil_0.4.4.bb	file://0001-udevil-0.4.3-fix-compile-with-gcc6.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/udevil/udevil_0.4.4.bb	file://0002-etc-Makefile.am-Use-systemd_unitdir-instead-of-libdi.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/ufs-utils/ufs-utils_git.bb	file://0001-Replace-u_intXX_t-with-kernel-typedefs.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/xfsdump/xfsdump_3.1.9.bb	file://remove-install-as-user.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/xfsprogs/xfsprogs_5.2.1.bb	file://0001-Check-for-MAP_SYNC-in-sys-mman.h.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/xfsprogs/xfsprogs_5.2.1.bb	file://0001-support-usrmerge.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/xfsprogs/xfsprogs_5.2.1.bb	file://0002-include-include-xfs-linux.h-after-sys-mman.h.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-filesystems/recipes-utils/xfsprogs/xfsprogs_5.2.1.bb	file://remove_flags_from_build_flags.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-extended/gparted/gparted_1.1.0.bb	file://0001-Install-polkit-action-unconditionally-executable-pke.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gimp/gegl/gegl_0.4.22.bb	file://0001-meson.build-Give-note-if-sdl2-was-found.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gimp/mypaint/libmypaint_git.bb	git://github.com/mypaint/libmypaint.git;protocol=https;branch=libmypaint-v1
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gimp/mypaint/mypaint-brushes-1.0_git.bb	git://github.com/mypaint/mypaint-brushes.git;protocol=https;branch=v1.3.x
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/dconf/dconf_0.34.0.bb	file://fix-meson-0.52.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/devilspie/devilspie2_0.43.bb	file://default.lua
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/devilspie/devilspie2_0.43.bb	file://devilspie2.desktop
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/evince/evince_3.34.2.bb	file://0001-Add-format-attribute-to-_synctex_malloc.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/evince/evince_3.34.2.bb	file://0002-add-a-formatting-attribute-check.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gdm/gdm_3.34.1.bb	file://0001-Ensure-pam-file-installation.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gjs/gjs_1.58.7.bb	file://0001-Disable-tests-on-host.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-control-center/gnome-control-center_3.34.5.bb	file://0001-Add-meson-option-to-pass-sysroot.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-keyring/gnome-keyring_3.34.0.bb	file://0001-Set-paths-to-ssh-agent-and-ssh-add-by-configure-opti.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-keyring/gnome-keyring_3.34.0.bb	file://musl.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-panel/gnome-panel_3.34.1.bb	file://0001-Do-not-try-to-find-ZONEINFO-it-tries-to-run-compiled.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-settings-daemon/gnome-settings-daemon_3.34.2.bb	file://0001-plugins-wacom-Fix-build-without-WAYLAND.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-terminal/gnome-terminal_3.34.2.bb	file://0001-Add-W_EXITCODE-macro-for-non-glibc-systems.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gnome-tweaks/gnome-tweaks_3.34.0.bb	file://0001-Make-python-path-configurable.patch
OKAY	/data001/vc.integrator/Docker_MountDIR/build_dev/__DEV_HONDA26__NO_MIRROR/nad/sa515m/SA515M_apps/apps_proc/poky/meta-openembedded/meta-gnome/recipes-gnome/gtksourceview/gtksourceview-classic-light_1.0.bb	file://classic-light.xml
